Year,Year ending,Local Government Area,Sex,Victim Reports
2018,December,Queenscliffe,Males,44
2018,December,Queenscliffe,Organisations,14
2018,December,Queenscliffe,People,78
2018,December,South Gippsland,Females,277
2018,December,South Gippsland,Males,272
2018,December,South Gippsland,Organisations,183
2018,December,South Gippsland,People,554
2018,December,Southern Grampians,Females,236
2018,December,Southern Grampians,Males,247
2018,December,Southern Grampians,Organisations,165
2018,December,Southern Grampians,People,490
2018,December,Stonnington,Females,"2,121"
2018,December,Stonnington,Males,"2,830"
2018,December,Stonnington,Organisations,"1,979"
2018,December,Stonnington,People,"5,041"
2018,December,Strathbogie,Females,154
2018,December,Strathbogie,Males,149
2018,December,Strathbogie,Organisations,81
2018,December,Strathbogie,People,311
2018,December,Surf Coast,Females,238
2018,December,Surf Coast,Males,343
2018,December,Surf Coast,Organisations,169
2018,December,Surf Coast,People,588
2018,December,Swan Hill,Females,448
2018,December,Swan Hill,Males,469
2018,December,Swan Hill,Organisations,292
2018,December,Swan Hill,People,926
2018,December,Towong,Females,50
2018,December,Towong,Males,55
2018,December,Towong,Organisations,28
2018,December,Towong,People,107
2018,December,Wangaratta,Females,376
2018,December,Wangaratta,Males,426
2018,December,Wangaratta,Organisations,299
2018,December,Wangaratta,People,828
2018,December,Warrnambool,Females,744
2018,December,Warrnambool,Males,591
2018,December,Warrnambool,Organisations,580
2018,December,Warrnambool,People,"1,358"
2018,December,Wellington,Females,739
2018,December,Wellington,Males,772
2018,December,Wellington,Organisations,479
2018,December,Wellington,People,"1,538"
2018,December,West Wimmera,Females,29
2018,December,West Wimmera,Males,46
2018,December,West Wimmera,Organisations,18
2018,December,West Wimmera,People,75
2018,December,Whitehorse,Females,"1,646"
2018,December,Whitehorse,Males,"2,122"
2018,December,Whitehorse,Organisations,"1,586"
2018,December,Whitehorse,People,"3,822"
2018,December,Whittlesea,Females,"2,917"
2018,December,Whittlesea,Males,"3,656"
2018,December,Whittlesea,Organisations,"3,186"
2018,December,Whittlesea,People,"6,666"
2018,December,Wodonga,Females,706
2018,December,Wodonga,Males,538
2018,December,Wodonga,Organisations,394
2018,December,Wodonga,People,"1,272"
2018,December,Wyndham,Females,"2,643"
2018,December,Wyndham,Males,"3,114"
2018,December,Wyndham,Organisations,"2,949"
2018,December,Wyndham,People,"5,885"
2018,December,Yarra,Females,"3,080"
2018,December,Yarra,Males,"3,980"
2018,December,Yarra,Organisations,"2,323"
2018,December,Yarra,People,"7,158"
2018,December,Yarra Ranges,Females,"1,360"
2018,December,Yarra Ranges,Males,"1,550"
2018,December,Yarra Ranges,Organisations,"1,287"
2018,December,Yarra Ranges,People,"2,961"
2018,December,Yarriambiack,Females,122
2018,December,Yarriambiack,Males,105
2018,December,Yarriambiack,Organisations,45
2018,December,Yarriambiack,People,228
2017,December,Alpine,Females,79
2017,December,Alpine,Males,91
2017,December,Alpine,Organisations,55
2017,December,Alpine,People,172
2017,December,Ararat,Females,210
2017,December,Ararat,Males,249
2017,December,Ararat,Organisations,118
2017,December,Ararat,People,463
2017,December,Ballarat,Females,"2,613"
2017,December,Ballarat,Males,"2,835"
2017,December,Ballarat,Organisations,"1,732"
2017,December,Ballarat,People,"5,526"
2017,December,Banyule,Females,"1,961"
2017,December,Banyule,Males,"2,314"
2017,December,Banyule,Organisations,"1,296"
2017,December,Banyule,People,"4,347"
2017,December,Bass Coast,Females,552
2017,December,Bass Coast,Males,527
2017,December,Bass Coast,Organisations,347
2017,December,Bass Coast,People,"1,097"
2017,December,Baw Baw,Females,683
2017,December,Baw Baw,Males,668
2017,December,Baw Baw,Organisations,620
2017,December,Baw Baw,People,"1,389"
2017,December,Bayside,Females,"1,207"
2017,December,Bayside,Males,"1,458"
2017,December,Bayside,Organisations,604
2017,December,Bayside,People,"2,685"
2017,December,Benalla,Females,267
2017,December,Benalla,Males,290
2017,December,Benalla,Organisations,156
2017,December,Benalla,People,565
2017,December,Boroondara,Females,"1,686"
2017,December,Boroondara,Males,"2,198"
2017,December,Boroondara,Organisations,"1,157"
2017,December,Boroondara,People,"3,933"
2017,December,Brimbank,Females,"3,475"
2017,December,Brimbank,Males,"4,330"
2017,December,Brimbank,Organisations,"2,459"
2017,December,Brimbank,People,"7,934"
2017,December,Buloke,Females,44
2017,December,Buloke,Males,68
2017,December,Buloke,Organisations,27
2017,December,Buloke,People,112
2017,December,Campaspe,Females,579
2017,December,Campaspe,Males,648
2017,December,Campaspe,Organisations,592
2017,December,Campaspe,People,"1,252"
2017,December,Cardinia,Females,"1,146"
2017,December,Cardinia,Males,"1,271"
2017,December,Cardinia,Organisations,947
2017,December,Cardinia,People,"2,479"
2017,December,Casey,Females,"4,276"
2017,December,Casey,Males,"4,925"
2017,December,Casey,Organisations,"3,168"
2017,December,Casey,People,"9,355"
2017,December,Central Goldfields,Females,222
2017,December,Central Goldfields,Males,238
2017,December,Central Goldfields,Organisations,135
2017,December,Central Goldfields,People,467
2017,December,Colac-Otway,Females,402
2017,December,Colac-Otway,Males,429
2017,December,Colac-Otway,Organisations,265
2017,December,Colac-Otway,People,844
2017,December,Corangamite,Females,189
2017,December,Corangamite,Males,225
2017,December,Corangamite,Organisations,120
2017,December,Corangamite,People,422
2017,December,Darebin,Females,"3,138"
2017,December,Darebin,Males,"4,015"
2017,December,Darebin,Organisations,"2,616"
2017,December,Darebin,People,"7,278"
2017,December,East Gippsland,Females,832
2017,December,East Gippsland,Males,752
2017,December,East Gippsland,Organisations,511
2017,December,East Gippsland,People,"1,624"
2017,December,Frankston,Females,"2,446"
2017,December,Frankston,Males,"2,753"
2017,December,Frankston,Organisations,"2,156"
2017,December,Frankston,People,"5,312"
2017,December,Gannawarra,Females,109
2017,December,Gannawarra,Males,124
2017,December,Gannawarra,Organisations,76
2017,December,Gannawarra,People,235
2017,December,Glen Eira,Females,"1,597"
2017,December,Glen Eira,Males,"2,032"
2017,December,Glen Eira,Organisations,965
2017,December,Glen Eira,People,"3,677"
2017,December,Glenelg,Females,306
2017,December,Glenelg,Males,357
2017,December,Glenelg,Organisations,204
2017,December,Glenelg,People,680
2017,December,Golden Plains,Females,132
2017,December,Golden Plains,Males,160
2017,December,Golden Plains,Organisations,99
2017,December,Golden Plains,People,297
2017,December,Greater Bendigo,Females,"1,707"
2017,December,Greater Bendigo,Males,"1,745"
2017,December,Greater Bendigo,Organisations,"1,637"
2017,December,Greater Bendigo,People,"3,531"
2017,December,Greater Dandenong,Females,"3,196"
2017,December,Greater Dandenong,Males,"4,188"
2017,December,Greater Dandenong,Organisations,"2,583"
2017,December,Greater Dandenong,People,"7,499"
2017,December,Greater Geelong,Females,"4,537"
2017,December,Greater Geelong,Males,"5,014"
2017,December,Greater Geelong,Organisations,"4,092"
2017,December,Greater Geelong,People,"9,730"
2017,December,Greater Shepparton,Females,"1,416"
2017,December,Greater Shepparton,Males,"1,481"
2017,December,Greater Shepparton,Organisations,"1,391"
2017,December,Greater Shepparton,People,"2,960"
2017,December,Hepburn,Females,179
2017,December,Hepburn,Males,230
2017,December,Hepburn,Organisations,127
2017,December,Hepburn,People,414
2017,December,Hindmarsh,Females,68
2017,December,Hindmarsh,Males,93
2017,December,Hindmarsh,Organisations,48
2017,December,Hindmarsh,People,168
2017,December,Hobsons Bay,Females,"1,187"
2017,December,Hobsons Bay,Males,"1,548"
2017,December,Hobsons Bay,Organisations,"1,225"
2017,December,Hobsons Bay,People,"2,777"
2017,December,Horsham,Females,443
2017,December,Horsham,Males,382
2017,December,Horsham,Organisations,253
2017,December,Horsham,People,836
2017,December,Hume,Females,"3,861"
2017,December,Hume,Males,"4,899"
2017,December,Hume,Organisations,"2,959"
2017,December,Hume,People,"8,932"
2017,December,Indigo,Females,104
2017,December,Indigo,Males,128
2017,December,Indigo,Organisations,70
2017,December,Indigo,People,236
2017,December,Kingston,Females,"1,768"
2017,December,Kingston,Males,"2,323"
2017,December,Kingston,Organisations,"1,960"
2017,December,Kingston,People,"4,157"
2017,December,Knox,Females,"1,981"
2017,December,Knox,Males,"2,584"
2017,December,Knox,Organisations,"1,896"
2017,December,Knox,People,"4,635"
2017,December,Latrobe,Females,"2,560"
2017,December,Latrobe,Males,"2,208"
2017,December,Latrobe,Organisations,"1,693"
2017,December,Latrobe,People,"4,877"
2017,December,Loddon,Females,57
2017,December,Loddon,Males,113
2017,December,Loddon,Organisations,50
2017,December,Loddon,People,173
2017,December,Macedon Ranges,Females,390
2017,December,Macedon Ranges,Males,459
2017,December,Macedon Ranges,Organisations,298
2017,December,Macedon Ranges,People,872
2017,December,Manningham,Females,"1,061"
2017,December,Manningham,Males,"1,319"
2017,December,Manningham,Organisations,863
2017,December,Manningham,People,"2,404"
2017,December,Mansfield,Females,103
2017,December,Mansfield,Males,186
2017,December,Mansfield,Organisations,73
2017,December,Mansfield,People,292
2017,December,Maribyrnong,Females,"1,597"
2017,December,Maribyrnong,Males,"2,381"
2017,December,Maribyrnong,Organisations,"1,375"
2017,December,Maribyrnong,People,"4,061"
2017,December,Maroondah,Females,"1,402"
2017,December,Maroondah,Males,"1,718"
2017,December,Maroondah,Organisations,"1,508"
2017,December,Maroondah,People,"3,176"
2017,December,Melbourne,Females,"5,372"
2017,December,Melbourne,Males,"7,422"
2017,December,Melbourne,Organisations,"6,916"
2017,December,Melbourne,People,"13,119"
2017,December,Melton,Females,"2,157"
2017,December,Melton,Males,"2,607"
2017,December,Melton,Organisations,"1,759"
2017,December,Melton,People,"4,878"
2017,December,Merri-bek,Females,"3,187"
2017,December,Merri-bek,Males,"3,936"
2017,December,Merri-bek,Organisations,"1,760"
2017,December,Merri-bek,People,"7,198"
2017,December,Mildura,Females,"1,220"
2017,December,Mildura,Males,"1,219"
2017,December,Mildura,Organisations,748
2017,December,Mildura,People,"2,473"
2017,December,Mitchell,Females,761
2017,December,Mitchell,Males,861
2017,December,Mitchell,Organisations,576
2017,December,Mitchell,People,"1,666"
2017,December,Moira,Females,336
2017,December,Moira,Males,359
2017,December,Moira,Organisations,262
2017,December,Moira,People,714
2017,December,Monash,Females,"2,180"
2017,December,Monash,Males,"3,045"
2017,December,Monash,Organisations,"1,784"
2017,December,Monash,People,"5,311"
2017,December,Moonee Valley,Females,"1,726"
2017,December,Moonee Valley,Males,"2,313"
2017,December,Moonee Valley,Organisations,"1,361"
2017,December,Moonee Valley,People,"4,086"
2017,December,Moorabool,Females,441
2017,December,Moorabool,Males,472
2017,December,Moorabool,Organisations,422
2017,December,Moorabool,People,957
2017,December,Mornington Peninsula,Females,"2,087"
2017,December,Mornington Peninsula,Males,"2,492"
2017,December,Mornington Peninsula,Organisations,"1,470"
2017,December,Mornington Peninsula,People,"4,681"
2017,December,Mount Alexander,Females,144
2017,December,Mount Alexander,Males,222
2017,December,Mount Alexander,Organisations,146
2017,December,Mount Alexander,People,376
2017,December,Moyne,Females,127
2017,December,Moyne,Males,139
2017,December,Moyne,Organisations,97
2017,December,Moyne,People,273
2017,December,Murrindindi,Females,131
2017,December,Murrindindi,Males,183
2017,December,Murrindindi,Organisations,106
2017,December,Murrindindi,People,320
2017,December,Nillumbik,Females,509
2017,December,Nillumbik,Males,693
2017,December,Nillumbik,Organisations,360
2017,December,Nillumbik,People,"1,218"
2017,December,Northern Grampians,Females,171
2017,December,Northern Grampians,Males,200
2017,December,Northern Grampians,Organisations,139
2017,December,Northern Grampians,People,376
2017,December,Port Phillip,Females,"2,638"
2017,December,Port Phillip,Males,"3,617"
2017,December,Port Phillip,Organisations,"1,519"
2017,December,Port Phillip,People,"6,377"
2017,December,Pyrenees,Females,111
2017,December,Pyrenees,Males,139
2017,December,Pyrenees,Organisations,41
2017,December,Pyrenees,People,253
2017,December,Queenscliffe,Females,39
2017,December,Queenscliffe,Males,52
2017,December,Queenscliffe,Organisations,21
2017,December,Queenscliffe,People,93
2017,December,South Gippsland,Females,268
2017,December,South Gippsland,Males,300
2017,December,South Gippsland,Organisations,149
2017,December,South Gippsland,People,575
2017,December,Southern Grampians,Females,199
2017,December,Southern Grampians,Males,236
2017,December,Southern Grampians,Organisations,187
2017,December,Southern Grampians,People,439
2017,December,Stonnington,Females,"2,027"
2017,December,Stonnington,Males,"2,484"
2017,December,Stonnington,Organisations,"1,943"
2017,December,Stonnington,People,"4,584"
2017,December,Strathbogie,Females,112
2017,December,Strathbogie,Males,168
2017,December,Strathbogie,Organisations,57
2017,December,Strathbogie,People,291
2017,December,Surf Coast,Females,271
2017,December,Surf Coast,Males,387
2017,December,Surf Coast,Organisations,196
2017,December,Surf Coast,People,662
2017,December,Swan Hill,Females,452
2017,December,Swan Hill,Males,469
2017,December,Swan Hill,Organisations,252
2017,December,Swan Hill,People,938
2017,December,Towong,Females,43
2017,December,Towong,Males,59
2017,December,Towong,Organisations,21
2017,December,Towong,People,104
2017,December,Wangaratta,Females,375
2017,December,Wangaratta,Males,424
2017,December,Wangaratta,Organisations,340
2017,December,Wangaratta,People,820
2017,December,Warrnambool,Females,649
2017,December,Warrnambool,Males,578
2017,December,Warrnambool,Organisations,553
2017,December,Warrnambool,People,"1,244"
2017,December,Wellington,Females,742
2017,December,Wellington,Males,882
2017,December,Wellington,Organisations,417
2017,December,Wellington,People,"1,646"
2017,December,West Wimmera,Females,19
2017,December,West Wimmera,Males,48
2017,December,West Wimmera,Organisations,19
2017,December,West Wimmera,People,67
2017,December,Whitehorse,Females,"1,827"
2017,December,Whitehorse,Males,"2,373"
2017,December,Whitehorse,Organisations,"1,544"
2017,December,Whitehorse,People,"4,239"
2017,December,Whittlesea,Females,"3,106"
2017,December,Whittlesea,Males,"3,619"
2017,December,Whittlesea,Organisations,"2,632"
2017,December,Whittlesea,People,"6,867"
2017,December,Wodonga,Females,674
2017,December,Wodonga,Males,586
2017,December,Wodonga,Organisations,496
2017,December,Wodonga,People,"1,301"
2017,December,Wyndham,Females,"2,860"
2017,December,Wyndham,Males,"3,361"
2017,December,Wyndham,Organisations,"2,428"
2017,December,Wyndham,People,"6,324"
2017,December,Yarra,Females,"2,670"
2017,December,Yarra,Males,"3,657"
2017,December,Yarra,Organisations,"2,291"
2017,December,Yarra,People,"6,414"
2017,December,Yarra Ranges,Females,"1,379"
2017,December,Yarra Ranges,Males,"1,625"
2017,December,Yarra Ranges,Organisations,"1,234"
2017,December,Yarra Ranges,People,"3,054"
2017,December,Yarriambiack,Females,117
2017,December,Yarriambiack,Males,121
2017,December,Yarriambiack,Organisations,55
2017,December,Yarriambiack,People,242
2016,December,Alpine,Females,65
2016,December,Alpine,Males,70
2016,December,Alpine,Organisations,47
2016,December,Alpine,People,137
2016,December,Ararat,Females,195
2016,December,Ararat,Males,224
2016,December,Ararat,Organisations,102
2016,December,Ararat,People,435
2016,December,Ballarat,Females,"2,750"
2016,December,Ballarat,Males,"2,999"
2016,December,Ballarat,Organisations,"1,950"
2016,December,Ballarat,People,"5,869"
2016,December,Banyule,Females,"2,019"
2016,December,Banyule,Males,"2,633"
2016,December,Banyule,Organisations,"1,361"
2016,December,Banyule,People,"4,754"
2016,December,Bass Coast,Females,605
2016,December,Bass Coast,Males,662
2016,December,Bass Coast,Organisations,370
2016,December,Bass Coast,People,"1,306"
2016,December,Baw Baw,Females,713
2016,December,Baw Baw,Males,733
2016,December,Baw Baw,Organisations,629
2016,December,Baw Baw,People,"1,485"
2016,December,Bayside,Females,"1,275"
2016,December,Bayside,Males,"1,611"
2016,December,Bayside,Organisations,738
2016,December,Bayside,People,"2,919"
2016,December,Benalla,Females,295
2016,December,Benalla,Males,285
2016,December,Benalla,Organisations,184
2016,December,Benalla,People,596
2016,December,Boroondara,Females,"2,154"
2016,December,Boroondara,Males,"2,781"
2016,December,Boroondara,Organisations,"1,317"
2016,December,Boroondara,People,"4,980"
2016,December,Brimbank,Females,"3,957"
2016,December,Brimbank,Males,"5,088"
2016,December,Brimbank,Organisations,"2,769"
2016,December,Brimbank,People,"9,242"
2016,December,Buloke,Females,35
2016,December,Buloke,Males,64
2016,December,Buloke,Organisations,34
2016,December,Buloke,People,101
2016,December,Campaspe,Females,649
2016,December,Campaspe,Males,745
2016,December,Campaspe,Organisations,617
2016,December,Campaspe,People,"1,440"
2016,December,Cardinia,Females,"1,532"
2016,December,Cardinia,Males,"1,611"
2016,December,Cardinia,Organisations,"1,131"
2016,December,Cardinia,People,"3,229"
2016,December,Casey,Females,"4,997"
2016,December,Casey,Males,"6,120"
2016,December,Casey,Organisations,"4,308"
2016,December,Casey,People,"11,388"
2016,December,Central Goldfields,Females,236
2016,December,Central Goldfields,Males,274
2016,December,Central Goldfields,Organisations,186
2016,December,Central Goldfields,People,523
2016,December,Colac-Otway,Females,346
2016,December,Colac-Otway,Males,462
2016,December,Colac-Otway,Organisations,254
2016,December,Colac-Otway,People,826
2016,December,Corangamite,Females,187
2016,December,Corangamite,Males,198
2016,December,Corangamite,Organisations,193
2016,December,Corangamite,People,399
2016,December,Darebin,Females,"3,500"
2016,December,Darebin,Males,"4,599"
2016,December,Darebin,Organisations,"3,208"
2016,December,Darebin,People,"8,303"
2016,December,East Gippsland,Females,846
2016,December,East Gippsland,Males,795
2016,December,East Gippsland,Organisations,584
2016,December,East Gippsland,People,"1,679"
2016,December,Frankston,Females,"2,917"
2016,December,Frankston,Males,"3,341"
2016,December,Frankston,Organisations,"2,592"
2016,December,Frankston,People,"6,448"
2016,December,Gannawarra,Females,114
2016,December,Gannawarra,Males,117
2016,December,Gannawarra,Organisations,62
2016,December,Gannawarra,People,238
2016,December,Glen Eira,Females,"1,662"
2016,December,Glen Eira,Males,"2,194"
2016,December,Glen Eira,Organisations,989
2016,December,Glen Eira,People,"3,928"
2016,December,Glenelg,Females,361
2016,December,Glenelg,Males,423
2016,December,Glenelg,Organisations,232
2016,December,Glenelg,People,795
2016,December,Golden Plains,Females,150
2016,December,Golden Plains,Males,265
2016,December,Golden Plains,Organisations,149
2016,December,Golden Plains,People,430
2016,December,Greater Bendigo,Females,"1,810"
2016,December,Greater Bendigo,Males,"2,019"
2016,December,Greater Bendigo,Organisations,"1,899"
2016,December,Greater Bendigo,People,"3,943"
2016,December,Greater Dandenong,Females,"3,318"
2016,December,Greater Dandenong,Males,"4,931"
2016,December,Greater Dandenong,Organisations,"3,284"
2016,December,Greater Dandenong,People,"8,468"
2016,December,Greater Geelong,Females,"4,859"
2016,December,Greater Geelong,Males,"5,681"
2016,December,Greater Geelong,Organisations,"4,540"
2016,December,Greater Geelong,People,"10,765"
2016,December,Greater Shepparton,Females,"1,569"
2016,December,Greater Shepparton,Males,"1,489"
2016,December,Greater Shepparton,Organisations,"1,598"
2016,December,Greater Shepparton,People,"3,137"
2016,December,Hepburn,Females,202
2016,December,Hepburn,Males,286
2016,December,Hepburn,Organisations,172
2016,December,Hepburn,People,494
2016,December,Hindmarsh,Females,71
2016,December,Hindmarsh,Males,68
2016,December,Hindmarsh,Organisations,34
2016,December,Hindmarsh,People,142
2016,December,Hobsons Bay,Females,"1,262"
2016,December,Hobsons Bay,Males,"1,736"
2016,December,Hobsons Bay,Organisations,"1,244"
2016,December,Hobsons Bay,People,"3,075"
2016,December,Horsham,Females,542
2016,December,Horsham,Males,478
2016,December,Horsham,Organisations,315
2016,December,Horsham,People,"1,042"
2016,December,Hume,Females,"4,155"
2016,December,Hume,Males,"5,825"
2016,December,Hume,Organisations,"3,823"
2016,December,Hume,People,"10,222"
2016,December,Indigo,Females,69
2016,December,Indigo,Males,91
2016,December,Indigo,Organisations,71
2016,December,Indigo,People,166
2016,December,Kingston,Females,"1,969"
2016,December,Kingston,Males,"2,619"
2016,December,Kingston,Organisations,"2,266"
2016,December,Kingston,People,"4,678"
2016,December,Knox,Females,"2,178"
2016,December,Knox,Males,"3,060"
2016,December,Knox,Organisations,"2,104"
2016,December,Knox,People,"5,360"
2016,December,Latrobe,Females,"2,969"
2016,December,Latrobe,Males,"2,704"
2016,December,Latrobe,Organisations,"1,984"
2016,December,Latrobe,People,"5,856"
2016,December,Loddon,Females,82
2016,December,Loddon,Males,153
2016,December,Loddon,Organisations,52
2016,December,Loddon,People,237
2016,December,Macedon Ranges,Females,348
2016,December,Macedon Ranges,Males,474
2016,December,Macedon Ranges,Organisations,311
2016,December,Macedon Ranges,People,850
2016,December,Manningham,Females,"1,205"
2016,December,Manningham,Males,"1,509"
2016,December,Manningham,Organisations,845
2016,December,Manningham,People,"2,749"
2016,December,Mansfield,Females,105
2016,December,Mansfield,Males,134
2016,December,Mansfield,Organisations,79
2016,December,Mansfield,People,244
2016,December,Maribyrnong,Females,"1,742"
2016,December,Maribyrnong,Males,"2,483"
2016,December,Maribyrnong,Organisations,"1,647"
2016,December,Maribyrnong,People,"4,315"
2016,December,Maroondah,Females,"1,355"
2016,December,Maroondah,Males,"1,831"
2016,December,Maroondah,Organisations,"1,634"
2016,December,Maroondah,People,"3,273"
2016,December,Melbourne,Females,"5,467"
2016,December,Melbourne,Males,"7,764"
2016,December,Melbourne,Organisations,"7,763"
2016,December,Melbourne,People,"13,664"
2016,December,Melton,Females,"2,457"
2016,December,Melton,Males,"2,808"
2016,December,Melton,Organisations,"2,257"
2016,December,Melton,People,"5,405"
2016,December,Merri-bek,Females,"3,523"
2016,December,Merri-bek,Males,"4,766"
2016,December,Merri-bek,Organisations,"2,133"
2016,December,Merri-bek,People,"8,421"
2016,December,Mildura,Females,"1,345"
2016,December,Mildura,Males,"1,469"
2016,December,Mildura,Organisations,857
2016,December,Mildura,People,"2,898"
2016,December,Mitchell,Females,834
2016,December,Mitchell,Males,953
2016,December,Mitchell,Organisations,565
2016,December,Mitchell,People,"1,844"
2016,December,Moira,Females,321
2016,December,Moira,Males,387
2016,December,Moira,Organisations,282
2016,December,Moira,People,731
2016,December,Monash,Females,"2,369"
2016,December,Monash,Males,"3,470"
2016,December,Monash,Organisations,"2,054"
2016,December,Monash,People,"5,944"
2016,December,Moonee Valley,Females,"2,120"
2016,December,Moonee Valley,Males,"2,935"
2016,December,Moonee Valley,Organisations,"1,467"
2016,December,Moonee Valley,People,"5,123"
2016,December,Moorabool,Females,519
2016,December,Moorabool,Males,572
2016,December,Moorabool,Organisations,494
2016,December,Moorabool,People,"1,117"
2016,December,Mornington Peninsula,Females,"2,152"
2016,December,Mornington Peninsula,Males,"2,824"
2016,December,Mornington Peninsula,Organisations,"1,662"
2016,December,Mornington Peninsula,People,"5,106"
2016,December,Mount Alexander,Females,203
2016,December,Mount Alexander,Males,280
2016,December,Mount Alexander,Organisations,215
2016,December,Mount Alexander,People,492
2016,December,Moyne,Females,134
2016,December,Moyne,Males,180
2016,December,Moyne,Organisations,73
2016,December,Moyne,People,325
2016,December,Murrindindi,Females,113
2016,December,Murrindindi,Males,209
2016,December,Murrindindi,Organisations,104
2016,December,Murrindindi,People,332
2016,December,Nillumbik,Females,616
2016,December,Nillumbik,Males,834
2016,December,Nillumbik,Organisations,485
2016,December,Nillumbik,People,"1,482"
2016,December,Northern Grampians,Females,225
2016,December,Northern Grampians,Males,244
2016,December,Northern Grampians,Organisations,118
2016,December,Northern Grampians,People,485
2016,December,Port Phillip,Females,"2,859"
2016,December,Port Phillip,Males,"4,126"
2016,December,Port Phillip,Organisations,"1,878"
2016,December,Port Phillip,People,"7,126"
2016,December,Pyrenees,Females,97
2016,December,Pyrenees,Males,172
2016,December,Pyrenees,Organisations,40
2016,December,Pyrenees,People,274
2016,December,Queenscliffe,Females,32
2016,December,Queenscliffe,Males,48
2016,December,Queenscliffe,Organisations,32
2016,December,Queenscliffe,People,80
2016,December,South Gippsland,Females,334
2016,December,South Gippsland,Males,336
2016,December,South Gippsland,Organisations,181
2016,December,South Gippsland,People,682
2016,December,Southern Grampians,Females,233
2016,December,Southern Grampians,Males,239
2016,December,Southern Grampians,Organisations,137
2016,December,Southern Grampians,People,485
2016,December,Stonnington,Females,"2,531"
2016,December,Stonnington,Males,"3,187"
2016,December,Stonnington,Organisations,"2,291"
2016,December,Stonnington,People,"5,847"
2016,December,Strathbogie,Females,103
2016,December,Strathbogie,Males,158
2016,December,Strathbogie,Organisations,115
2016,December,Strathbogie,People,268
2016,December,Surf Coast,Females,313
2016,December,Surf Coast,Males,457
2016,December,Surf Coast,Organisations,191
2016,December,Surf Coast,People,791
2016,December,Swan Hill,Females,387
2016,December,Swan Hill,Males,421
2016,December,Swan Hill,Organisations,281
2016,December,Swan Hill,People,834
2016,December,Towong,Females,56
2016,December,Towong,Males,55
2016,December,Towong,Organisations,15
2016,December,Towong,People,115
2016,December,Wangaratta,Females,415
2016,December,Wangaratta,Males,439
2016,December,Wangaratta,Organisations,382
2016,December,Wangaratta,People,883
2016,December,Warrnambool,Females,650
2016,December,Warrnambool,Males,586
2016,December,Warrnambool,Organisations,464
2016,December,Warrnambool,People,"1,278"
2016,December,Wellington,Females,814
2016,December,Wellington,Males,927
2016,December,Wellington,Organisations,597
2016,December,Wellington,People,"1,803"
2016,December,West Wimmera,Females,29
2016,December,West Wimmera,Males,27
2016,December,West Wimmera,Organisations,17
2016,December,West Wimmera,People,60
2016,December,Whitehorse,Females,"1,760"
2016,December,Whitehorse,Males,"2,274"
2016,December,Whitehorse,Organisations,"1,578"
2016,December,Whitehorse,People,"4,091"
2016,December,Whittlesea,Females,"3,566"
2016,December,Whittlesea,Males,"4,694"
2016,December,Whittlesea,Organisations,"2,821"
2016,December,Whittlesea,People,"8,425"
2016,December,Wodonga,Females,727
2016,December,Wodonga,Males,592
2016,December,Wodonga,Organisations,514
2016,December,Wodonga,People,"1,366"
2016,December,Wyndham,Females,"3,005"
2016,December,Wyndham,Males,"4,008"
2016,December,Wyndham,Organisations,"3,008"
2016,December,Wyndham,People,"7,166"
2016,December,Yarra,Females,"3,109"
2016,December,Yarra,Males,"3,742"
2016,December,Yarra,Organisations,"2,546"
2016,December,Yarra,People,"6,968"
2016,December,Yarra Ranges,Females,"1,572"
2016,December,Yarra Ranges,Males,"1,833"
2016,December,Yarra Ranges,Organisations,"1,391"
2016,December,Yarra Ranges,People,"3,504"
2016,December,Yarriambiack,Females,100
2016,December,Yarriambiack,Males,109
2016,December,Yarriambiack,Organisations,57
2016,December,Yarriambiack,People,212
2015,December,Alpine,Females,66
2015,December,Alpine,Males,93
2015,December,Alpine,Organisations,71
2015,December,Alpine,People,164
2015,December,Ararat,Females,216
2015,December,Ararat,Males,269
2015,December,Ararat,Organisations,124
2015,December,Ararat,People,505
2015,December,Ballarat,Females,"2,601"
2015,December,Ballarat,Males,"2,941"
2015,December,Ballarat,Organisations,"1,724"
2015,December,Ballarat,People,"5,669"
2015,December,Banyule,Females,"1,712"
2015,December,Banyule,Males,"2,098"
2015,December,Banyule,Organisations,"1,179"
2015,December,Banyule,People,"3,909"
2015,December,Bass Coast,Females,531
2015,December,Bass Coast,Males,584
2015,December,Bass Coast,Organisations,287
2015,December,Bass Coast,People,"1,137"
2015,December,Baw Baw,Females,600
2015,December,Baw Baw,Males,698
2015,December,Baw Baw,Organisations,465
2015,December,Baw Baw,People,"1,343"
2015,December,Bayside,Females,"1,144"
2015,December,Bayside,Males,"1,404"
2015,December,Bayside,Organisations,581
2015,December,Bayside,People,"2,581"
2015,December,Benalla,Females,215
2015,December,Benalla,Males,239
2015,December,Benalla,Organisations,186
2015,December,Benalla,People,469
2015,December,Boroondara,Females,"1,846"
2015,December,Boroondara,Males,"2,249"
2015,December,Boroondara,Organisations,"1,290"
2015,December,Boroondara,People,"4,143"
2015,December,Brimbank,Females,"3,794"
2015,December,Brimbank,Males,"5,032"
2015,December,Brimbank,Organisations,"2,768"
2015,December,Brimbank,People,"9,037"
2015,December,Buloke,Females,40
2015,December,Buloke,Males,69
2015,December,Buloke,Organisations,44
2015,December,Buloke,People,113
2015,December,Campaspe,Females,534
2015,December,Campaspe,Males,668
2015,December,Campaspe,Organisations,506
2015,December,Campaspe,People,"1,234"
