Year,Year ending,Local Government Area,Sex,Victim Reports
2013,December,Maroondah,Females,"1,304"
2013,December,Maroondah,Males,"1,530"
2013,December,Maroondah,Organisations,"1,411"
2013,December,Maroondah,People,"2,896"
2013,December,Melbourne,Females,"4,873"
2013,December,Melbourne,Males,"5,950"
2013,December,Melbourne,Organisations,"5,254"
2013,December,Melbourne,People,"11,240"
2013,December,Melton,Females,"2,081"
2013,December,Melton,Males,"2,255"
2013,December,Melton,Organisations,"1,576"
2013,December,Melton,People,"4,454"
2013,December,Merri-bek,Females,"2,704"
2013,December,Merri-bek,Males,"3,599"
2013,December,Merri-bek,Organisations,"1,877"
2013,December,Merri-bek,People,"6,404"
2013,December,Mildura,Females,"1,247"
2013,December,Mildura,Males,"1,416"
2013,December,Mildura,Organisations,722
2013,December,Mildura,People,"2,715"
2013,December,Mitchell,Females,546
2013,December,Mitchell,Males,625
2013,December,Mitchell,Organisations,403
2013,December,Mitchell,People,"1,197"
2013,December,Moira,Females,301
2013,December,Moira,Males,383
2013,December,Moira,Organisations,222
2013,December,Moira,People,702
2013,December,Monash,Females,"1,917"
2013,December,Monash,Males,"2,484"
2013,December,Monash,Organisations,"1,746"
2013,December,Monash,People,"4,474"
2013,December,Moonee Valley,Females,"1,730"
2013,December,Moonee Valley,Males,"2,163"
2013,December,Moonee Valley,Organisations,"1,435"
2013,December,Moonee Valley,People,"3,959"
2013,December,Moorabool,Females,423
2013,December,Moorabool,Males,537
2013,December,Moorabool,Organisations,294
2013,December,Moorabool,People,975
2013,December,Mornington Peninsula,Females,"2,137"
2013,December,Mornington Peninsula,Males,"2,712"
2013,December,Mornington Peninsula,Organisations,"1,453"
2013,December,Mornington Peninsula,People,"4,940"
2013,December,Mount Alexander,Females,170
2013,December,Mount Alexander,Males,200
2013,December,Mount Alexander,Organisations,77
2013,December,Mount Alexander,People,377
2013,December,Moyne,Females,131
2013,December,Moyne,Males,155
2013,December,Moyne,Organisations,95
2013,December,Moyne,People,295
2013,December,Murrindindi,Females,103
2013,December,Murrindindi,Males,209
2013,December,Murrindindi,Organisations,82
2013,December,Murrindindi,People,321
2013,December,Nillumbik,Females,425
2013,December,Nillumbik,Males,537
2013,December,Nillumbik,Organisations,429
2013,December,Nillumbik,People,973
2013,December,Northern Grampians,Females,171
2013,December,Northern Grampians,Males,223
2013,December,Northern Grampians,Organisations,120
2013,December,Northern Grampians,People,401
2013,December,Port Phillip,Females,"2,317"
2013,December,Port Phillip,Males,"3,130"
2013,December,Port Phillip,Organisations,"1,583"
2013,December,Port Phillip,People,"5,585"
2013,December,Pyrenees,Females,74
2013,December,Pyrenees,Males,158
2013,December,Pyrenees,Organisations,49
2013,December,Pyrenees,People,234
2013,December,Queenscliffe,Females,21
2013,December,Queenscliffe,Males,28
2013,December,Queenscliffe,Organisations,20
2013,December,Queenscliffe,People,51
2013,December,South Gippsland,Females,225
2013,December,South Gippsland,Males,294
2013,December,South Gippsland,Organisations,185
2013,December,South Gippsland,People,531
2013,December,Southern Grampians,Females,211
2013,December,Southern Grampians,Males,239
2013,December,Southern Grampians,Organisations,180
2013,December,Southern Grampians,People,459
2013,December,Stonnington,Females,"1,940"
2013,December,Stonnington,Males,"2,360"
2013,December,Stonnington,Organisations,"2,012"
2013,December,Stonnington,People,"4,393"
2013,December,Strathbogie,Females,72
2013,December,Strathbogie,Males,122
2013,December,Strathbogie,Organisations,78
2013,December,Strathbogie,People,204
2013,December,Surf Coast,Females,247
2013,December,Surf Coast,Males,374
2013,December,Surf Coast,Organisations,171
2013,December,Surf Coast,People,635
2013,December,Swan Hill,Females,397
2013,December,Swan Hill,Males,405
2013,December,Swan Hill,Organisations,217
2013,December,Swan Hill,People,816
2013,December,Towong,Females,52
2013,December,Towong,Males,88
2013,December,Towong,Organisations,38
2013,December,Towong,People,143
2013,December,Wangaratta,Females,367
2013,December,Wangaratta,Males,390
2013,December,Wangaratta,Organisations,310
2013,December,Wangaratta,People,786
2013,December,Warrnambool,Females,576
2013,December,Warrnambool,Males,530
2013,December,Warrnambool,Organisations,347
2013,December,Warrnambool,People,"1,139"
2013,December,Wellington,Females,802
2013,December,Wellington,Males,"1,039"
2013,December,Wellington,Organisations,506
2013,December,Wellington,People,"1,873"
2013,December,West Wimmera,Females,35
2013,December,West Wimmera,Males,37
2013,December,West Wimmera,Organisations,30
2013,December,West Wimmera,People,73
2013,December,Whitehorse,Females,"1,685"
2013,December,Whitehorse,Males,"2,059"
2013,December,Whitehorse,Organisations,"1,445"
2013,December,Whitehorse,People,"3,798"
2013,December,Whittlesea,Females,"2,708"
2013,December,Whittlesea,Males,"3,389"
2013,December,Whittlesea,Organisations,"2,783"
2013,December,Whittlesea,People,"6,197"
2013,December,Wodonga,Females,637
2013,December,Wodonga,Males,698
2013,December,Wodonga,Organisations,532
2013,December,Wodonga,People,"1,364"
2013,December,Wyndham,Females,"2,630"
2013,December,Wyndham,Males,"3,183"
2013,December,Wyndham,Organisations,"2,797"
2013,December,Wyndham,People,"5,963"
2013,December,Yarra,Females,"2,387"
2013,December,Yarra,Males,"3,054"
2013,December,Yarra,Organisations,"1,782"
2013,December,Yarra,People,"5,543"
2013,December,Yarra Ranges,Females,"1,355"
2013,December,Yarra Ranges,Males,"1,563"
2013,December,Yarra Ranges,Organisations,"1,325"
2013,December,Yarra Ranges,People,"2,986"
2013,December,Yarriambiack,Females,61
2013,December,Yarriambiack,Males,61
2013,December,Yarriambiack,Organisations,37
2013,December,Yarriambiack,People,123
